国連による世界地理区分,国・地域名,国内の大まかな地域,言語の日本語名,文字体系,特徴となる文字形,冠詞・前置詞等／短い看板語,見分け方・混同注意,公的地位・看板での扱い,地域の解説,地図番号,地図帳ページ,地域ID,言語ID,経度,緯度,範囲の性質,統計ID,参照資料ID,地域・制度の出典URL,文字の出典URL,大文字形（機械的な対応・例外は解説）
東ヨーロッパ,モルドバ,全域（基本の表示）,ルーマニア語,Latin,ă â î ș ț,și / de / strada,ș・țは下付きコンマ。旧字体・古いデータではş・ţが混在する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,141,33,mda-base,ro,28.81767,47.00225,国・地域の外形,,MDA,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ro.xml,Ă Â Î Ș Ț
東ヨーロッパ,ルーマニア,中央の東寄り（セーケイ地方）,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,地域言語の地名・公共表示,地域の中でも市町村差。ルーマニア語とハンガリー語の併記が補助。,142,33,rou-hungarian-east,hu,25.12191,46.34506,行政区を使った位置の概略,,ROU,https://assets.publishing.service.gov.uk/media/694548d92f0261139350894f/Romania_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
東ヨーロッパ,ルーマニア,北西部・ハンガリー国境近く,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,地域言語の地名・公共表示,自治体ごとに併記。中央東寄りの集住地とは分けて覚える。,143,33,rou-hungarian-west,hu,22.83232,47.25628,行政区を使った位置の概略,,ROU,https://assets.publishing.service.gov.uk/media/694548d92f0261139350894f/Romania_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
東ヨーロッパ,ルーマニア,中央南部（シビウ・ブラショヴ周辺）,ドイツ語,Latin,ä ö ü ß,der / die / und / Straße,ßが有力。大文字ではSSも使う。スイス・リヒテンシュタインでは通常ss。,少数言語・歴史的地名の表示,ドイツ語の旧地名・文化案内など。現住民の多数言語ではない。,144,33,rou-german,de,24.15,45.8,代表地点。周辺全体を意味しない,,ROU; CHARTER,https://assets.publishing.service.gov.uk/media/694548d92f0261139350894f/Romania_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/de.xml,Ä Ö Ü SS
東ヨーロッパ,モルドバ,南部（コムラト周辺）,ガガウズ語,Latin,ä ê ı ţ,hem / bir,トルコ語に似るがä・êが補助。モルドバ南部ではロシア語も広く使う。,地域言語の地名・公共表示,ガガウズ自治地域は飛び地を含む。地図は南部の概略でロシア語表示も多い。,145,34,mda-gagauz,gag,28.68854,46.13595,国の外形で切り取った概略範囲,mda-gag-reg,MDA; MDA-REG,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf; https://statistica.gov.md/en/preliminary-results-of-the-2024-population-and-housing-census-10077_61626.html,https://www.omniglot.com/writing/gagauz.htm,Ä Ê I Ţ
東ヨーロッパ,モルドバ,南部（コムラト周辺）,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,地域言語の地名・公共表示,ガガウズ自治地域は飛び地を含む。地図は南部の概略でロシア語表示も多い。,145,34,mda-gagauz,ru,28.68854,46.13595,国の外形で切り取った概略範囲,,MDA; MDA-REG,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf; https://statistica.gov.md/en/preliminary-results-of-the-2024-population-and-housing-census-10077_61626.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
東ヨーロッパ,モルドバ,南端（タラクリア周辺）,ブルガリア語,Cyrillic,ъ щ ѝ,и / на / улица,語中のъが目立つ。ロシア語にもъはあるので単独では断定しない。,少数言語の自治体・文化表示,,146,34,mda-bulgarian,bg,28.66,45.9,代表地点。周辺全体を意味しない,,MDA; CHARTER,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bg.xml,Ъ Щ Ѝ
東ヨーロッパ,モルドバ,東端・ドニエストル川東岸など,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,事実上の行政・地域表示,沿ドニエストルの統治・表示は別事情。ロシア語が目立ち、ウクライナ語にも公的地位。キリル表記のモルドバ語は別行。,147,34,mda-transnistria,ru,29.19971,47.28663,国の外形で切り取った概略範囲,,MDA,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
東ヨーロッパ,モルドバ,東端・ドニエストル川東岸など,ウクライナ語,Cyrillic,і ї є ґ,і / та / вулиця,ї・єが有力。іだけではベラルーシ語やラテン文字と区別できない。,事実上の行政・地域表示,沿ドニエストルの統治・表示は別事情。ロシア語が目立ち、ウクライナ語にも公的地位。キリル表記のモルドバ語は別行。,147,34,mda-transnistria,uk,29.19971,47.28663,国の外形で切り取った概略範囲,,MDA,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/uk.xml,І Ї Є Ґ
東ヨーロッパ,モルドバ,東端（沿ドニエストル）,モルドバ語（キリル表記）,Cyrillic,ы э ж,ши / де,ルーマニア語に対応する言語のキリル表記。沿ドニエストルの公的表示に限った補助。,事実上の地域公用語の表記,キリル文字のモルドバ語。共和国政府側のルーマニア語ラテン表記と分ける。,148,34,mda-moldovan-cyrillic,ro_Cyrl,29.64,46.84,代表地点。周辺全体を意味しない,,MDA,https://assets.publishing.service.gov.uk/media/6634e8f21834d96a0aa6d0ed/Moldova_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/moldovan.htm,Ы Э Ж
東ヨーロッパ,ウクライナ,全域（基本の表示）,ウクライナ語,Cyrillic,і ї є ґ,і / та / вулиця,ї・єが有力。іだけではベラルーシ語やラテン文字と区別できない。,全国の公用語・主要公共表示,戦争・占領・改称・撮影年により表示が変化。旧画像のロシア語だけで現在の国を判定しない。,149,35,ukr-base,uk,33.90489,48.37115,国・地域の外形,,UKR,https://unstats.un.org/unsd/geoinfo/UNGEGN/docs/Toponymic%20guidelines%20PDF/Ukraine/Verstka.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/uk.xml,І Ї Є Ґ
東ヨーロッパ,ベラルーシ,全域（基本の表示）,ベラルーシ語,Cyrillic,ў і ы э,і / у / вуліца,短いuのўが有力。ロシア語との併記・混在が多い。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,150,35,blr-base,be,28.02015,53.69554,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/be.xml,Ў І Ы Э
東ヨーロッパ,ベラルーシ,全域（基本の表示）,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,150,35,blr-base,ru,28.02015,53.69554,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
東ヨーロッパ,ウクライナ,西端（ハンガリー国境近く）,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,地域言語の地名・公共表示,ザカルパッチャ南西側の一部。資料は戦前の地域状況を含む。,151,35,ukr-hungarian,hu,22.64,48.21,代表地点。周辺全体を意味しない,,UKR; CHARTER,https://unstats.un.org/unsd/geoinfo/UNGEGN/docs/Toponymic%20guidelines%20PDF/Ukraine/Verstka.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
東ヨーロッパ,ウクライナ,南西部（チェルニウツィの南など）,ルーマニア語,Latin,ă â î ș ț,și / de / strada,ș・țは下付きコンマ。旧字体・古いデータではş・ţが混在する。,地域言語の地名・公共表示,ルーマニア国境近くの一部。資料・画像の撮影年を確認。,152,35,ukr-romanian,ro,25.92,48.15,代表地点。周辺全体を意味しない,,UKR; CHARTER,https://unstats.un.org/unsd/geoinfo/UNGEGN/docs/Toponymic%20guidelines%20PDF/Ukraine/Verstka.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ro.xml,Ă Â Î Ș Ț
東ヨーロッパ,ウクライナ,東部・南部・クリミアなどの旧画像,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,歴史的・事実上の表示（撮影年依存）,ロシア語は旧画像や現在の一部表示にもある。言語と国境を結び付けない。地図の範囲は便宜的。,153,35,ukr-russian,ru,35.61167,47.34711,国の外形で切り取った概略範囲,,UKR; RUS,https://unstats.un.org/unsd/geoinfo/UNGEGN/docs/Toponymic%20guidelines%20PDF/Ukraine/Verstka.pdf; https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
西アジア,アルメニア,全域（基本の表示）,アルメニア語,Armenian,ա ե մ ն ս և,և / ի,独立したアルメニア文字。日本語の山などに似て見える字が連続する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,154,36,arm-base,hy,44.84023,40.07678,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hy.xml,Ա Ե Մ Ն Ս ԵՒ
西アジア,アゼルバイジャン,全域（基本の表示）,アゼルバイジャン語,Latin,ə ı İ ğ ş ç,və / üçün,əがトルコ語との比較に有力。ıとi、Iとİを区別する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,155,36,aze-base,az,47.72856,40.14785,国・地域の外形,,AZE,https://president.az/en/pages/view/azerbaijan/constitution,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/az.xml,Ə I İ Ğ Ş Ç
西アジア,ジョージア,全域（基本の表示）,ジョージア語,Georgian,ა ბ გ დ ლ მ,და / ქუჩა,丸い輪・曲線の多い独立文字。大文字様のムタヴルリも同じ言語。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,156,36,geo-base,ka,43.63581,42.28696,国・地域の外形,,GEO,https://assets.publishing.service.gov.uk/media/690dd89dacbadb0fa8050f77/Georgia_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ka.xml,Ა Ბ Გ Დ Ლ Მ
西アジア,ジョージア,北西部・黒海沿岸（アブハジア）,アブハズ語,Cyrillic,ә ҩ ҿ ҧ,Аҟәа,追加キリル字が多い。ジョージア文字とは別。ロシア語も使われる。,地域言語の地名・公共表示,アブハズ語の法的位置と、事実上の行政・表示状況を分ける。ジョージア文字だけではない。,157,36,geo-abkhazia,ab,41.45162,43.00343,行政区を使った位置の概略,,GEO; GEO-LAW,https://assets.publishing.service.gov.uk/media/690dd89dacbadb0fa8050f77/Georgia_Toponymic_factfile.pdf; https://www.matsne.gov.ge/en/document/view/2931198?fullscreen=1&impose=parallelEn,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ab.xml,Ә Ҩ Ҿ Ҧ
西アジア,ジョージア,北西部・黒海沿岸（アブハジア）,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,地域言語の地名・公共表示,アブハズ語の法的位置と、事実上の行政・表示状況を分ける。ジョージア文字だけではない。,157,36,geo-abkhazia,ru,41.45162,43.00343,行政区を使った位置の概略,,GEO; GEO-LAW,https://assets.publishing.service.gov.uk/media/690dd89dacbadb0fa8050f77/Georgia_Toponymic_factfile.pdf; https://www.matsne.gov.ge/en/document/view/2931198?fullscreen=1&impose=parallelEn,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
西アジア,ジョージア,北寄りの中央山地（南オセチア）,オセット語,Cyrillic,Ӕ ӕ,ӕмӕ,キリルのӕはラテンのæに似る。ロシア語と併記されることがある。,事実上の地域公用語・表示,塗色は位置の概略。行政上・国際的な地位の主張ではない。,158,36,geo-ossetia,os,44.2,42.27611,国の外形で切り取った概略範囲,,GEO,https://assets.publishing.service.gov.uk/media/690dd89dacbadb0fa8050f77/Georgia_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/os.xml,Ӕ Ӕ
西アジア,ジョージア,北寄りの中央山地（南オセチア）,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,事実上の地域公用語・表示,塗色は位置の概略。行政上・国際的な地位の主張ではない。,158,36,geo-ossetia,ru,44.2,42.27611,国の外形で切り取った概略範囲,,GEO,https://assets.publishing.service.gov.uk/media/690dd89dacbadb0fa8050f77/Georgia_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
東ヨーロッパ,ロシア,全域（基本の表示）,ロシア語,Cyrillic,ы э ё ъ,и / в / улица,ы・эはベラルーシ語やロシア内の諸語も共有。ёの点が省かれる例もある。,全国の公用語・主要公共表示,ロシア語は全域。アジア側と地域公用語も後半の拡大図に収録。,159,37,rus-base,ru,88.3972,59.46427,国・地域の外形,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ru.xml,Ы Э Ё Ъ
東ヨーロッパ,ロシア,西部内陸（カザン周辺）,タタール語,Cyrillic,ә ө ү җ ң һ,һәм / урамы,追加6字が補助。バシキール語と共通するが、ҙ・ҫは通常使わない。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。 2018年調査で街路名・公共施設への併記を確認。,160,38,rus-tatar,tt,50.72148,55.32831,行政区を使った位置の概略,,RUS; RUS-SIGNS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf; https://rm.coe.int/4th-advisory-committee-opinion-on-the-russian-federation-english-langu/1680908982,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/tt.xml,Ә Ө Ү Җ Ң Һ
東ヨーロッパ,ロシア,西部内陸（ウファ周辺）,バシキール語,Cyrillic,ә ө ү ғ ҡ ҙ ҫ,һәм,タタール語との比較ではҙ・ҫ・ҡ・ғが補助。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,161,38,rus-bashkir,ba,56.33564,54.02518,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ba.xml,Ә Ө Ү Ғ Ҡ Ҙ Ҫ
東ヨーロッパ,ロシア,西部内陸（カザンの西）,チュヴァシ語,Cyrillic,ӑ ӗ ҫ ӳ,тата,母音上の短音符ӑ・ӗとӳが特徴。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。 2018年調査ではチェボクサルの街路名併記。,162,38,rus-chuvash,cv,47.1459,55.47553,行政区を使った位置の概略,,RUS; RUS-SIGNS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf; https://rm.coe.int/4th-advisory-committee-opinion-on-the-russian-federation-english-langu/1680908982,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/cv.xml,Ӑ Ӗ Ҫ Ӳ
東ヨーロッパ,ロシア,西部内陸（カザンの北西）,草原マリ語,Cyrillic,ҥ ӧ ӱ,да,ロシア語にない追加字。山地マリ語と共有する。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,163,38,rus-mari,mhr,47.91879,56.57692,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/mari.htm,Ҥ Ӧ Ӱ
東ヨーロッパ,ロシア,西部内陸（カザンの北西）,山地マリ語,Cyrillic,ӓ ӹ ӧ ӱ,да,ӓ・ӹが草原マリ語との比較に役立つ。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,163,39,rus-mari,mrj,47.91879,56.57692,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/mari.htm,Ӓ Ӹ Ӧ Ӱ
東ヨーロッパ,ロシア,西部内陸（カザンの北東）,ウドムルト語,Cyrillic,ӝ ӟ ӥ ӧ ӵ,но,子音上の2点ӝ・ӟ・ӵが特徴。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。 2018年調査では一部道路・公共表示に使用。,164,39,rus-udmurt,udm,52.75688,57.17924,行政区を使った位置の概略,,RUS; RUS-SIGNS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf; https://rm.coe.int/4th-advisory-committee-opinion-on-the-russian-federation-english-langu/1680908982,https://www.omniglot.com/writing/udmurt.htm,Ӝ Ӟ Ӥ Ӧ Ӵ
東ヨーロッパ,ロシア,西部内陸（モスクワの東南東）,エルジャ語,Cyrillic,я ё ь,ды,基本的にロシア語と同じ字。短い語とモルドヴィアの位置が必要。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,165,39,rus-mordovia,myv,44.56785,54.42074,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/myv.xml,Я Ё Ь
東ヨーロッパ,ロシア,西部内陸（モスクワの東南東）,モクシャ語,Cyrillic,я ё ь,ди,ロシア語・エルジャ語と同じ字形が多く、単字では分けられない。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,165,39,rus-mordovia,mdf,44.56785,54.42074,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/mdf.xml,Я Ё Ь
東ヨーロッパ,ロシア,北西部内陸（ウラル山脈の西）,コミ語,Cyrillic,ӧ і,да,ロシア語にないӧ・іが補助。単独では他のロシア内の言語とも重なる。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,166,40,rus-komi,kv,53.10183,63.80447,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/komi.htm,Ӧ І
東ヨーロッパ,ロシア,南西部（カスピ海北西）,カルムイク語,Cyrillic,ә ө ү җ ң һ,хальмг,タタール語と追加字を共有。カスピ海北西の位置と併せる。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。 2018年調査では街路名より民間の表示が中心。,167,40,rus-kalmyk,xal,45.43546,46.50392,行政区を使った位置の概略,,RUS; RUS-SIGNS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf; https://rm.coe.int/4th-advisory-committee-opinion-on-the-russian-federation-english-langu/1680908982,https://www.omniglot.com/writing/kalmyk.htm,Ә Ө Ү Җ Ң Һ
東ヨーロッパ,ロシア,南西端（黒海の北東側）,アディゲ語,Cyrillic,Ӏ кӀ гъ,адыгэ,縦棒・硬音符を伴う複数字。カバルド語と似る。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,168,41,rus-adyghe,ady,40.14044,44.47355,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/adyghe.htm,Ӏ КӀ ГЪ
東ヨーロッパ,ロシア,南西端（黒海とカスピ海の間・西寄り）,カラチャイ・バルカル語,Cyrillic,къ гъ нг,эм,基本ロシア文字の組合せを拡張。地域・綴りで表記差がある。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,169,41,rus-karachay,krc,41.70665,43.82682,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/balkar.htm,КЪ ГЪ НГ
東ヨーロッパ,ロシア,南西端（黒海とカスピ海の間・西寄り）,カバルド語,Cyrillic,Ӏ къ гъ,къэбэрдей,アディゲ語と近い字形。単独では北コーカサスまでの絞り込みに留める。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,169,41,rus-karachay,kbd,41.70665,43.82682,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/kabardian.htm,Ӏ КЪ ГЪ
東ヨーロッパ,ロシア,南西端（黒海とカスピ海の間・西寄り）,アバザ語,Cyrillic,Ӏ гъ къ,абаза,北コーカサスの他言語と同じ複数字が多い。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,169,41,rus-karachay,abq,41.70665,43.82682,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/abaza.htm,Ӏ ГЪ КЪ
東ヨーロッパ,ロシア,南西端（黒海とカスピ海の間・西寄り）,ノガイ語,Cyrillic,аь оь уь нъ,ногай,母音にьを続ける綴りが補助。チェチェン語などとの重複もある。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,169,41,rus-karachay,nog,41.70665,43.82682,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/nogai.htm,АЬ ОЬ УЬ НЪ
東ヨーロッパ,ロシア,南西端（コーカサス山脈の中央）,カバルド語,Cyrillic,Ӏ къ гъ,къэбэрдей,アディゲ語と近い字形。単独では北コーカサスまでの絞り込みに留める。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,170,42,rus-kabardin,kbd,43.4197,43.46076,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/kabardian.htm,Ӏ КЪ ГЪ
東ヨーロッパ,ロシア,南西端（コーカサス山脈の中央）,カラチャイ・バルカル語,Cyrillic,къ гъ нг,эм,基本ロシア文字の組合せを拡張。地域・綴りで表記差がある。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,170,42,rus-kabardin,krc,43.4197,43.46076,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/balkar.htm,КЪ ГЪ НГ
東ヨーロッパ,ロシア,南西端（ジョージア北隣）,オセット語,Cyrillic,Ӕ ӕ,ӕмӕ,キリルのӕはラテンのæに似る。ロシア語と併記されることがある。,共和国公用語（実際の表示は局所・地域差）,共和国の公用語を収録。塗色は共和国の外形で、話者の密度・看板の頻度・言語の排他的境界を示さない。,171,42,rus-ossetian,os,44.27179,43.19101,行政区を使った位置の概略,,RUS,https://assets.publishing.service.gov.uk/media/68419a05578282a4b102c093/Russia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/os.xml,Ӕ Ӕ
